unique_checkpoint,year,month,day,weekday,hour,vehicles
b-109,2019,3,8,6,23,14
c-68,2019,3,8,6,23,15
b-26,2019,3,9,7,0,34
c-95,2019,3,9,7,0,28
b-109,2019,3,9,7,0,11
c-68,2019,3,9,7,0,11
b-26,2019,3,9,7,1,36
c-95,2019,3,9,7,1,17
b-109,2019,3,9,7,1,4
c-68,2019,3,9,7,1,3
b-26,2019,3,9,7,2,9
c-95,2019,3,9,7,2,17
b-109,2019,3,9,7,2,5
c-68,2019,3,9,7,2,5
b-26,2019,3,9,7,3,15
c-95,2019,3,9,7,3,7
b-109,2019,3,9,7,3,3
c-68,2019,3,9,7,3,1
b-26,2019,3,9,7,4,21
c-95,2019,3,9,7,4,13
b-109,2019,3,9,7,4,2
c-68,2019,3,9,7,4,2
b-26,2019,3,9,7,5,21
c-95,2019,3,9,7,5,10
b-109,2019,3,9,7,5,5
c-68,2019,3,9,7,5,4
b-26,2019,3,9,7,6,49
c-95,2019,3,9,7,6,10
b-109,2019,3,9,7,6,8
c-68,2019,3,9,7,6,1
b-26,2019,3,9,7,7,85
c-95,2019,3,9,7,7,40
b-109,2019,3,9,7,7,8
c-68,2019,3,9,7,7,8
b-26,2019,3,9,7,8,142
c-95,2019,3,9,7,8,109
b-109,2019,3,9,7,8,12
c-68,2019,3,9,7,8,9
b-26,2019,3,9,7,9,281
c-95,2019,3,9,7,9,38
b-109,2019,3,9,7,9,26
c-68,2019,3,9,7,9,11
b-26,2019,3,9,7,10,637
c-95,2019,3,9,7,10,105
b-109,2019,3,9,7,10,24
c-68,2019,3,9,7,10,18
b-26,2019,3,9,7,11,514
c-95,2019,3,9,7,11,121
b-109,2019,3,9,7,11,55
c-68,2019,3,9,7,11,17
b-26,2019,3,9,7,12,609
c-95,2019,3,9,7,12,155
b-109,2019,3,9,7,12,28
c-68,2019,3,9,7,12,11
b-26,2019,3,9,7,13,306
c-95,2019,3,9,7,13,79
b-109,2019,3,9,7,13,60
c-68,2019,3,9,7,13,11
b-26,2019,3,9,7,14,455
c-95,2019,3,9,7,14,60
b-109,2019,3,9,7,14,23
c-68,2019,3,9,7,14,13
b-26,2019,3,9,7,15,455
c-95,2019,3,9,7,15,66
b-109,2019,3,9,7,15,20
c-68,2019,3,9,7,15,18
b-26,2019,3,9,7,16,338
c-95,2019,3,9,7,16,125
b-109,2019,3,9,7,16,35
c-68,2019,3,9,7,16,23
b-26,2019,3,9,7,17,484
c-95,2019,3,9,7,17,164
b-109,2019,3,9,7,17,36
c-68,2019,3,9,7,17,12
b-26,2019,3,9,7,18,535
c-95,2019,3,9,7,18,158
b-109,2019,3,9,7,18,42
c-68,2019,3,9,7,18,9
b-26,2019,3,9,7,19,374
c-95,2019,3,9,7,19,151
b-109,2019,3,9,7,19,55
c-68,2019,3,9,7,19,28
b-26,2019,3,9,7,20,240
c-95,2019,3,9,7,20,11
b-109,2019,3,9,7,20,28
c-68,2019,3,9,7,20,13
b-26,2019,3,9,7,21,327
c-95,2019,3,9,7,21,75
b-109,2019,3,9,7,21,42
c-68,2019,3,9,7,21,9
b-26,2019,3,9,7,22,338
c-95,2019,3,9,7,22,63
b-109,2019,3,9,7,22,36
c-68,2019,3,9,7,22,10
b-26,2019,3,9,7,23,136
c-95,2019,3,9,7,23,31
b-109,2019,3,9,7,23,15
c-68,2019,3,9,7,23,6
b-26,2019,3,10,1,0,186
c-95,2019,3,10,1,0,127
b-109,2019,3,10,1,0,41
c-68,2019,3,10,1,0,24
b-26,2019,3,10,1,1,146
c-95,2019,3,10,1,1,83
b-109,2019,3,10,1,1,18
c-68,2019,3,10,1,1,20
b-26,2019,3,10,1,2,49
c-95,2019,3,10,1,2,61
b-109,2019,3,10,1,2,18
c-68,2019,3,10,1,2,15
b-26,2019,3,10,1,3,63
c-95,2019,3,10,1,3,42
b-109,2019,3,10,1,3,17
c-68,2019,3,10,1,3,12
b-26,2019,3,10,1,4,73
c-95,2019,3,10,1,4,35
b-109,2019,3,10,1,4,21
c-68,2019,3,10,1,4,29
b-26,2019,3,10,1,5,62
c-95,2019,3,10,1,5,46
b-109,2019,3,10,1,5,14
c-68,2019,3,10,1,5,7
b-26,2019,3,10,1,6,142
c-95,2019,3,10,1,6,55
b-109,2019,3,10,1,6,27
c-68,2019,3,10,1,6,19
b-26,2019,3,10,1,7,153
c-95,2019,3,10,1,7,144
b-109,2019,3,10,1,7,42
c-68,2019,3,10,1,7,18
b-26,2019,3,10,1,8,422
c-95,2019,3,10,1,8,233
b-109,2019,3,10,1,8,20
c-68,2019,3,10,1,8,46
b-26,2019,3,10,1,9,1065
c-95,2019,3,10,1,9,277
b-109,2019,3,10,1,9,55
c-68,2019,3,10,1,9,29
b-26,2019,3,10,1,10,1264
c-95,2019,3,10,1,10,440
b-109,2019,3,10,1,10,97
c-68,2019,3,10,1,10,52
b-26,2019,3,10,1,11,2222
c-95,2019,3,10,1,11,522
b-109,2019,3,10,1,11,168
c-68,2019,3,10,1,11,55
b-26,2019,3,10,1,12,1484
c-95,2019,3,10,1,12,507
b-109,2019,3,10,1,12,99
c-68,2019,3,10,1,12,65
b-26,2019,3,10,1,13,1289
c-95,2019,3,10,1,13,155
b-109,2019,3,10,1,13,178
c-68,2019,3,10,1,13,51
b-26,2019,3,10,1,14,1413
c-95,2019,3,10,1,14,401
b-109,2019,3,10,1,14,62
c-68,2019,3,10,1,14,58
b-26,2019,3,10,1,15,984
c-95,2019,3,10,1,15,384
b-109,2019,3,10,1,15,125
c-68,2019,3,10,1,15,63
b-26,2019,3,10,1,16,1266
c-95,2019,3,10,1,16,387
b-109,2019,3,10,1,16,184
c-68,2019,3,10,1,16,66
b-26,2019,3,10,1,17,1589
c-95,2019,3,10,1,17,334
b-109,2019,3,10,1,17,176
c-68,2019,3,10,1,17,36
b-26,2019,3,10,1,18,1714
c-95,2019,3,10,1,18,429
b-109,2019,3,10,1,18,150
c-68,2019,3,10,1,18,12
b-26,2019,3,10,1,19,1090
c-95,2019,3,10,1,19,292
b-109,2019,3,10,1,19,167
c-68,2019,3,10,1,19,20
b-26,2019,3,10,1,20,842
c-95,2019,3,10,1,20,262
b-109,2019,3,10,1,20,149
c-68,2019,3,10,1,20,37
b-26,2019,3,10,1,21,1057
c-95,2019,3,10,1,21,152
b-109,2019,3,10,1,21,106
c-68,2019,3,10,1,21,44
b-26,2019,3,10,1,22,1234
c-95,2019,3,10,1,22,187
b-109,2019,3,10,1,22,48
c-68,2019,3,10,1,22,28
b-26,2019,3,10,1,23,293
c-95,2019,3,10,1,23,150
b-109,2019,3,10,1,23,38
c-68,2019,3,10,1,23,29
b-26,2019,3,11,2,0,211
c-95,2019,3,11,2,0,139
b-109,2019,3,11,2,0,43
c-68,2019,3,11,2,0,34
b-26,2019,3,11,2,1,171
c-95,2019,3,11,2,1,66
b-109,2019,3,11,2,1,26
c-68,2019,3,11,2,1,13
b-26,2019,3,11,2,2,94
c-95,2019,3,11,2,2,62
b-109,2019,3,11,2,2,20
c-68,2019,3,11,2,2,18
b-26,2019,3,11,2,3,63
c-95,2019,3,11,2,3,77
b-109,2019,3,11,2,3,23
c-68,2019,3,11,2,3,27
b-26,2019,3,11,2,4,78
c-95,2019,3,11,2,4,58
b-109,2019,3,11,2,4,27
c-68,2019,3,11,2,4,27
b-26,2019,3,11,2,5,93
c-95,2019,3,11,2,5,49
b-109,2019,3,11,2,5,12
c-68,2019,3,11,2,5,30
b-26,2019,3,11,2,6,178
c-95,2019,3,11,2,6,81
b-109,2019,3,11,2,6,36
c-68,2019,3,11,2,6,19
b-26,2019,3,11,2,7,269
c-95,2019,3,11,2,7,234
b-109,2019,3,11,2,7,40
c-68,2019,3,11,2,7,34
b-26,2019,3,11,2,8,514
c-95,2019,3,11,2,8,361
b-109,2019,3,11,2,8,52
c-68,2019,3,11,2,8,42
b-26,2019,3,11,2,9,1326
c-95,2019,3,11,2,9,314
b-109,2019,3,11,2,9,102
c-68,2019,3,11,2,9,51
b-26,2019,3,11,2,10,2247
c-95,2019,3,11,2,10,502
b-109,2019,3,11,2,10,117
c-68,2019,3,11,2,10,71
b-26,2019,3,11,2,11,3096
c-95,2019,3,11,2,11,510
b-109,2019,3,11,2,11,378
c-68,2019,3,11,2,11,66
b-26,2019,3,11,2,12,2478
c-95,2019,3,11,2,12,854
b-109,2019,3,11,2,12,176
c-68,2019,3,11,2,12,55
b-26,2019,3,11,2,13,2052
c-95,2019,3,11,2,13,508
b-109,2019,3,11,2,13,312
c-68,2019,3,11,2,13,70
b-26,2019,3,11,2,14,1614
c-95,2019,3,11,2,14,285
b-109,2019,3,11,2,14,40
c-68,2019,3,11,2,14,59
b-26,2019,3,11,2,15,1781
c-95,2019,3,11,2,15,437
b-109,2019,3,11,2,15,174
c-68,2019,3,11,2,15,53
b-26,2019,3,11,2,16,2380
c-95,2019,3,11,2,16,461
b-109,2019,3,11,2,16,100
c-68,2019,3,11,2,16,73
b-26,2019,3,11,2,17,2263
c-95,2019,3,11,2,17,363
b-109,2019,3,11,2,17,227
c-68,2019,3,11,2,17,69
b-26,2019,3,11,2,18,2024
c-95,2019,3,11,2,18,554
b-109,2019,3,11,2,18,88
c-68,2019,3,11,2,18,32
b-26,2019,3,11,2,19,1643
c-95,2019,3,11,2,19,484
b-109,2019,3,11,2,19,194
c-68,2019,3,11,2,19,99
b-26,2019,3,11,2,20,789
c-95,2019,3,11,2,20,352
b-109,2019,3,11,2,20,167
c-68,2019,3,11,2,20,48
b-26,2019,3,11,2,21,1431
c-95,2019,3,11,2,21,150
b-109,2019,3,11,2,21,109
c-68,2019,3,11,2,21,62
b-26,2019,3,11,2,22,1105
c-95,2019,3,11,2,22,441
b-109,2019,3,11,2,22,166
c-68,2019,3,11,2,22,31
b-26,2019,3,11,2,23,364
c-95,2019,3,11,2,23,181
b-109,2019,3,11,2,23,55
c-68,2019,3,11,2,23,32
b-26,2019,3,12,3,0,279
c-95,2019,3,12,3,0,174
b-109,2019,3,12,3,0,83
c-68,2019,3,12,3,0,39
b-26,2019,3,12,3,1,152
c-95,2019,3,12,3,1,90
b-109,2019,3,12,3,1,36
c-68,2019,3,12,3,1,35
b-26,2019,3,12,3,2,89
c-95,2019,3,12,3,2,100
b-109,2019,3,12,3,2,27
c-68,2019,3,12,3,2,34
b-26,2019,3,12,3,3,83
c-95,2019,3,12,3,3,91
b-109,2019,3,12,3,3,36
c-68,2019,3,12,3,3,21
b-26,2019,3,12,3,4,135
c-95,2019,3,12,3,4,47
b-109,2019,3,12,3,4,24
c-68,2019,3,12,3,4,37
b-26,2019,3,12,3,5,88
c-95,2019,3,12,3,5,79
b-109,2019,3,12,3,5,29
c-68,2019,3,12,3,5,41
b-26,2019,3,12,3,6,348
c-95,2019,3,12,3,6,106
b-109,2019,3,12,3,6,39
c-68,2019,3,12,3,6,30
b-26,2019,3,12,3,7,563
c-95,2019,3,12,3,7,251
b-109,2019,3,12,3,7,47
c-68,2019,3,12,3,7,38
b-26,2019,3,12,3,8,901
c-95,2019,3,12,3,8,278
b-109,2019,3,12,3,8,74
c-68,2019,3,12,3,8,48
b-26,2019,3,12,3,9,2007
c-95,2019,3,12,3,9,448
b-109,2019,3,12,3,9,126
c-68,2019,3,12,3,9,48
b-26,2019,3,12,3,10,3052
c-95,2019,3,12,3,10,614
b-109,2019,3,12,3,10,142
c-68,2019,3,12,3,10,137
b-26,2019,3,12,3,11,2708
c-95,2019,3,12,3,11,928
b-109,2019,3,12,3,11,322
c-68,2019,3,12,3,11,112
b-26,2019,3,12,3,12,2891
c-95,2019,3,12,3,12,1035
b-109,2019,3,12,3,12,177
c-68,2019,3,12,3,12,75
b-26,2019,3,12,3,13,1559
c-95,2019,3,12,3,13,638
b-109,2019,3,12,3,13,191
c-68,2019,3,12,3,13,118
b-26,2019,3,12,3,14,2294
c-95,2019,3,12,3,14,688
b-109,2019,3,12,3,14,95
c-68,2019,3,12,3,14,66
b-26,2019,3,12,3,15,2197
c-95,2019,3,12,3,15,711
b-109,2019,3,12,3,15,269
c-68,2019,3,12,3,15,107
b-26,2019,3,12,3,16,1934
c-95,2019,3,12,3,16,565
b-109,2019,3,12,3,16,156
c-68,2019,3,12,3,16,103
b-26,2019,3,12,3,17,2348
c-95,2019,3,12,3,17,747
b-109,2019,3,12,3,17,206
c-68,2019,3,12,3,17,57
b-26,2019,3,12,3,18,2327
c-95,2019,3,12,3,18,435
b-109,2019,3,12,3,18,219
c-68,2019,3,12,3,18,28
b-26,2019,3,12,3,19,2146
c-95,2019,3,12,3,19,685
b-109,2019,3,12,3,19,178
c-68,2019,3,12,3,19,138
b-26,2019,3,12,3,20,1369
c-95,2019,3,12,3,20,461
b-109,2019,3,12,3,20,187
c-68,2019,3,12,3,20,51
b-26,2019,3,12,3,21,1229
c-95,2019,3,12,3,21,395
b-109,2019,3,12,3,21,267
c-68,2019,3,12,3,21,65
b-26,2019,3,12,3,22,1245
c-95,2019,3,12,3,22,452
b-109,2019,3,12,3,22,118
c-68,2019,3,12,3,22,40
b-26,2019,3,12,3,23,482
c-95,2019,3,12,3,23,262
b-109,2019,3,12,3,23,72
c-68,2019,3,12,3,23,58
b-26,2019,3,13,4,0,154
c-95,2019,3,13,4,0,145
b-109,2019,3,13,4,0,67
c-68,2019,3,13,4,0,69
b-26,2019,3,13,4,1,117
c-95,2019,3,13,4,1,68
b-109,2019,3,13,4,1,35
c-68,2019,3,13,4,1,26
b-26,2019,3,13,4,2,113
c-95,2019,3,13,4,2,93
b-109,2019,3,13,4,2,31
c-68,2019,3,13,4,2,39
b-26,2019,3,13,4,3,88
c-95,2019,3,13,4,3,85
b-109,2019,3,13,4,3,37
c-68,2019,3,13,4,3,39
b-26,2019,3,13,4,4,106
c-95,2019,3,13,4,4,48
b-109,2019,3,13,4,4,44
c-68,2019,3,13,4,4,24
b-26,2019,3,13,4,5,137
c-95,2019,3,13,4,5,84
b-109,2019,3,13,4,5,38
c-68,2019,3,13,4,5,32
b-26,2019,3,13,4,6,267
c-95,2019,3,13,4,6,94
b-109,2019,3,13,4,6,53
c-68,2019,3,13,4,6,38
b-26,2019,3,13,4,7,330
c-95,2019,3,13,4,7,298
b-109,2019,3,13,4,7,48
c-68,2019,3,13,4,7,42
b-26,2019,3,13,4,8,724
c-95,2019,3,13,4,8,426
b-109,2019,3,13,4,8,98
c-68,2019,3,13,4,8,73
b-26,2019,3,13,4,9,1900
c-95,2019,3,13,4,9,392
b-109,2019,3,13,4,9,113
c-68,2019,3,13,4,9,63
b-26,2019,3,13,4,10,2023
c-95,2019,3,13,4,10,570
b-109,2019,3,13,4,10,201
c-68,2019,3,13,4,10,100
b-26,2019,3,13,4,11,2565
c-95,2019,3,13,4,11,1144
b-109,2019,3,13,4,11,250
c-68,2019,3,13,4,11,97
b-26,2019,3,13,4,12,3575
c-95,2019,3,13,4,12,586
b-109,2019,3,13,4,12,219
c-68,2019,3,13,4,12,59
b-26,2019,3,13,4,13,981
c-95,2019,3,13,4,13,515
b-109,2019,3,13,4,13,287
c-68,2019,3,13,4,13,98
b-26,2019,3,13,4,14,1362
c-95,2019,3,13,4,14,728
b-109,2019,3,13,4,14,87
c-68,2019,3,13,4,14,48
b-26,2019,3,13,4,15,2665
c-95,2019,3,13,4,15,411
b-109,2019,3,13,4,15,266
c-68,2019,3,13,4,15,75
b-26,2019,3,13,4,16,4020
c-95,2019,3,13,4,16,628
b-109,2019,3,13,4,16,209
c-68,2019,3,13,4,16,110
b-26,2019,3,13,4,17,3302
c-95,2019,3,13,4,17,504
b-109,2019,3,13,4,17,148
c-68,2019,3,13,4,17,80
b-26,2019,3,13,4,18,1157
c-95,2019,3,13,4,18,295
b-109,2019,3,13,4,18,219
c-68,2019,3,13,4,18,46
b-26,2019,3,13,4,19,2991
c-95,2019,3,13,4,19,549
b-109,2019,3,13,4,19,360
c-68,2019,3,13,4,19,93
b-26,2019,3,13,4,20,1048
c-95,2019,3,13,4,20,355
b-109,2019,3,13,4,20,263
c-68,2019,3,13,4,20,45
b-26,2019,3,13,4,21,1626
c-95,2019,3,13,4,21,356
b-109,2019,3,13,4,21,124
c-68,2019,3,13,4,21,72
b-26,2019,3,13,4,22,826
c-95,2019,3,13,4,22,394
b-109,2019,3,13,4,22,178
c-68,2019,3,13,4,22,47
b-26,2019,3,13,4,23,561
c-95,2019,3,13,4,23,175
b-109,2019,3,13,4,23,93
c-68,2019,3,13,4,23,39
b-26,2019,3,14,5,0,292
c-95,2019,3,14,5,0,267
b-109,2019,3,14,5,0,61
c-68,2019,3,14,5,0,74
b-26,2019,3,14,5,1,170
c-95,2019,3,14,5,1,148
b-109,2019,3,14,5,1,55
c-68,2019,3,14,5,1,21
b-26,2019,3,14,5,2,142
c-95,2019,3,14,5,2,167
b-109,2019,3,14,5,2,51
c-68,2019,3,14,5,2,57
b-26,2019,3,14,5,3,153
c-95,2019,3,14,5,3,121
b-109,2019,3,14,5,3,54
c-68,2019,3,14,5,3,44
b-26,2019,3,14,5,4,170
c-95,2019,3,14,5,4,102
b-109,2019,3,14,5,4,30
c-68,2019,3,14,5,4,65
b-26,2019,3,14,5,5,95
c-95,2019,3,14,5,5,107
b-109,2019,3,14,5,5,44
c-68,2019,3,14,5,5,25
b-26,2019,3,14,5,6,403
c-95,2019,3,14,5,6,174
b-109,2019,3,14,5,6,74
c-68,2019,3,14,5,6,56
b-26,2019,3,14,5,7,624
c-95,2019,3,14,5,7,293
b-109,2019,3,14,5,7,58
c-68,2019,3,14,5,7,53
b-26,2019,3,14,5,8,610
c-95,2019,3,14,5,8,297
b-109,2019,3,14,5,8,109
c-68,2019,3,14,5,8,81
b-26,2019,3,14,5,9,2187
c-95,2019,3,14,5,9,579
b-109,2019,3,14,5,9,200
c-68,2019,3,14,5,9,71
b-26,2019,3,14,5,10,3072
c-95,2019,3,14,5,10,869
b-109,2019,3,14,5,10,177
c-68,2019,3,14,5,10,133
b-26,2019,3,14,5,11,3794
c-95,2019,3,14,5,11,1158
b-109,2019,3,14,5,11,422
c-68,2019,3,14,5,11,87
b-26,2019,3,14,5,12,3083
c-95,2019,3,14,5,12,1163
b-109,2019,3,14,5,12,198
c-68,2019,3,14,5,12,99
b-26,2019,3,14,5,13,2312
c-95,2019,3,14,5,13,825
b-109,2019,3,14,5,13,422
c-68,2019,3,14,5,13,115
b-26,2019,3,14,5,14,2228
c-95,2019,3,14,5,14,799
b-109,2019,3,14,5,14,142
c-68,2019,3,14,5,14,96
b-26,2019,3,14,5,15,872
c-95,2019,3,14,5,15,706
b-109,2019,3,14,5,15,270
c-68,2019,3,14,5,15,132
b-26,2019,3,14,5,16,2665
c-95,2019,3,14,5,16,582
b-109,2019,3,14,5,16,240
c-68,2019,3,14,5,16,89
b-26,2019,3,14,5,17,2860
c-95,2019,3,14,5,17,607
b-109,2019,3,14,5,17,287
c-68,2019,3,14,5,17,73
b-26,2019,3,14,5,18,3130
c-95,2019,3,14,5,18,1268
b-109,2019,3,14,5,18,357
c-68,2019,3,14,5,18,55
b-26,2019,3,14,5,19,2753
c-95,2019,3,14,5,19,512
b-109,2019,3,14,5,19,417
c-68,2019,3,14,5,19,91
b-26,2019,3,14,5,20,1703
c-95,2019,3,14,5,20,475
b-109,2019,3,14,5,20,278
c-68,2019,3,14,5,20,115
b-26,2019,3,14,5,21,1820
c-95,2019,3,14,5,21,496
b-109,2019,3,14,5,21,114
c-68,2019,3,14,5,21,74
b-26,2019,3,14,5,22,1288
c-95,2019,3,14,5,22,470
b-109,2019,3,14,5,22,181
c-68,2019,3,14,5,22,63
b-26,2019,3,14,5,23,655
c-95,2019,3,14,5,23,269
b-109,2019,3,14,5,23,101
c-68,2019,3,14,5,23,59
b-26,2019,3,15,6,0,133
c-95,2019,3,15,6,0,79
b-109,2019,3,15,6,0,25
c-68,2019,3,15,6,0,14
b-26,2019,3,15,6,1,78
c-95,2019,3,15,6,1,56
b-109,2019,3,15,6,1,18
c-68,2019,3,15,6,1,18
b-26,2019,3,15,6,2,46
c-95,2019,3,15,6,2,45
b-109,2019,3,15,6,2,16
c-68,2019,3,15,6,2,20
b-26,2019,3,15,6,3,48
c-95,2019,3,15,6,3,29
b-109,2019,3,15,6,3,23
c-68,2019,3,15,6,3,10
b-26,2019,3,15,6,4,56
c-95,2019,3,15,6,4,26
b-109,2019,3,15,6,4,18
c-68,2019,3,15,6,4,21
b-26,2019,3,15,6,5,40
c-95,2019,3,15,6,5,25
b-109,2019,3,15,6,5,9
c-68,2019,3,15,6,5,19
b-26,2019,3,15,6,6,94
c-95,2019,3,15,6,6,41
b-109,2019,3,15,6,6,24
c-68,2019,3,15,6,6,17
b-26,2019,3,15,6,7,226
c-95,2019,3,15,6,7,114
b-109,2019,3,15,6,7,15
c-68,2019,3,15,6,7,27
b-26,2019,3,15,6,8,391
c-95,2019,3,15,6,8,182
b-109,2019,3,15,6,8,52
c-68,2019,3,15,6,8,37
b-26,2019,3,15,6,9,546
c-95,2019,3,15,6,9,222
b-109,2019,3,15,6,9,40
c-68,2019,3,15,6,9,38
b-26,2019,3,15,6,10,1223
c-95,2019,3,15,6,10,262
b-109,2019,3,15,6,10,51
c-68,2019,3,15,6,10,40
b-26,2019,3,15,6,11,1169
c-95,2019,3,15,6,11,278
b-109,2019,3,15,6,11,111
c-68,2019,3,15,6,11,48
b-26,2019,3,15,6,12,1169
c-95,2019,3,15,6,12,251
b-109,2019,3,15,6,12,143
c-68,2019,3,15,6,12,35
b-26,2019,3,15,6,13,677
c-95,2019,3,15,6,13,213
b-109,2019,3,15,6,13,109
c-68,2019,3,15,6,13,50
b-26,2019,3,15,6,14,764
c-95,2019,3,15,6,14,143
b-109,2019,3,15,6,14,44
c-68,2019,3,15,6,14,36
b-26,2019,3,15,6,15,667
c-95,2019,3,15,6,15,198
b-109,2019,3,15,6,15,118
c-68,2019,3,15,6,15,33
b-26,2019,3,15,6,16,707
c-95,2019,3,15,6,16,283
b-109,2019,3,15,6,16,112
c-68,2019,3,15,6,16,38
b-26,2019,3,15,6,17,746
c-95,2019,3,15,6,17,315
b-109,2019,3,15,6,17,112
c-68,2019,3,15,6,17,30
b-26,2019,3,15,6,18,939
c-95,2019,3,15,6,18,185
b-109,2019,3,15,6,18,88
c-68,2019,3,15,6,18,25
b-26,2019,3,15,6,19,1107
c-95,2019,3,15,6,19,272
b-109,2019,3,15,6,19,120
c-68,2019,3,15,6,19,36
b-26,2019,3,15,6,20,358
c-95,2019,3,15,6,20,121
b-109,2019,3,15,6,20,75
c-68,2019,3,15,6,20,34
b-26,2019,3,15,6,21,538
c-95,2019,3,15,6,21,142
b-109,2019,3,15,6,21,72
c-68,2019,3,15,6,21,41
b-26,2019,3,15,6,22,637
c-95,2019,3,15,6,22,110
b-109,2019,3,15,6,22,95
c-68,2019,3,15,6,22,29
b-26,2019,3,15,6,23,143
c-95,2019,3,15,6,23,97
b-109,2019,3,15,6,23,33
c-68,2019,3,15,6,23,11
b-26,2019,3,16,7,0,64
c-95,2019,3,16,7,0,22
b-109,2019,3,16,7,0,13
c-68,2019,3,16,7,0,7
b-26,2019,3,16,7,1,39
c-95,2019,3,16,7,1,26
b-109,2019,3,16,7,1,10
c-68,2019,3,16,7,1,7
b-26,2019,3,16,7,2,18
c-95,2019,3,16,7,2,17
b-109,2019,3,16,7,2,3
c-68,2019,3,16,7,2,6
b-26,2019,3,16,7,3,13
c-95,2019,3,16,7,3,20
b-109,2019,3,16,7,3,10
c-68,2019,3,16,7,3,7
b-26,2019,3,16,7,4,18
c-95,2019,3,16,7,4,16
b-109,2019,3,16,7,4,7
c-68,2019,3,16,7,4,8
b-26,2019,3,16,7,5,7
c-95,2019,3,16,7,5,17
b-109,2019,3,16,7,5,7
c-68,2019,3,16,7,5,7
b-26,2019,3,16,7,6,46
c-95,2019,3,16,7,6,19
b-109,2019,3,16,7,6,10
c-68,2019,3,16,7,6,11
b-26,2019,3,16,7,7,151
c-95,2019,3,16,7,7,59
b-109,2019,3,16,7,7,10
c-68,2019,3,16,7,7,16
b-26,2019,3,16,7,8,148
c-95,2019,3,16,7,8,55
b-109,2019,3,16,7,8,11
c-68,2019,3,16,7,8,18
b-26,2019,3,16,7,9,329
c-95,2019,3,16,7,9,100
b-109,2019,3,16,7,9,26
c-68,2019,3,16,7,9,14
b-26,2019,3,16,7,10,448
c-95,2019,3,16,7,10,102
b-109,2019,3,16,7,10,37
c-68,2019,3,16,7,10,20
b-26,2019,3,16,7,11,764
c-95,2019,3,16,7,11,139
b-109,2019,3,16,7,11,76
c-68,2019,3,16,7,11,17
b-26,2019,3,16,7,12,704
c-95,2019,3,16,7,12,209
b-109,2019,3,16,7,12,59
c-68,2019,3,16,7,12,22
b-26,2019,3,16,7,13,345
c-95,2019,3,16,7,13,95
b-109,2019,3,16,7,13,59
c-68,2019,3,16,7,13,17
b-26,2019,3,16,7,14,351
c-95,2019,3,16,7,14,113
b-109,2019,3,16,7,14,27
c-68,2019,3,16,7,14,10
b-26,2019,3,16,7,15,433
c-95,2019,3,16,7,15,42
b-109,2019,3,16,7,15,46
c-68,2019,3,16,7,15,14
b-26,2019,3,16,7,16,306
c-95,2019,3,16,7,16,61
b-109,2019,3,16,7,16,46
c-68,2019,3,16,7,16,24
b-26,2019,3,16,7,17,305
c-95,2019,3,16,7,17,115
b-109,2019,3,16,7,17,55
c-68,2019,3,16,7,17,25
b-26,2019,3,16,7,18,470
c-95,2019,3,16,7,18,107
b-109,2019,3,16,7,18,80
c-68,2019,3,16,7,18,14
b-26,2019,3,16,7,19,382
c-95,2019,3,16,7,19,179
b-109,2019,3,16,7,19,57
c-68,2019,3,16,7,19,12
b-26,2019,3,16,7,20,148
c-95,2019,3,16,7,20,113
b-109,2019,3,16,7,20,39
c-68,2019,3,16,7,20,10
b-26,2019,3,16,7,21,367
c-95,2019,3,16,7,21,77
b-109,2019,3,16,7,21,40
c-68,2019,3,16,7,21,13
b-26,2019,3,16,7,22,161
c-95,2019,3,16,7,22,93
b-109,2019,3,16,7,22,35
c-68,2019,3,16,7,22,15
b-26,2019,3,16,7,23,92
c-95,2019,3,16,7,23,58
b-109,2019,3,16,7,23,17
c-68,2019,3,16,7,23,11
b-26,2019,3,17,1,0,179
c-95,2019,3,17,1,0,134
b-109,2019,3,17,1,0,30
c-68,2019,3,17,1,0,34
b-26,2019,3,17,1,1,75
c-95,2019,3,17,1,1,90
b-109,2019,3,17,1,1,26
c-68,2019,3,17,1,1,30
b-26,2019,3,17,1,2,39
c-95,2019,3,17,1,2,62
b-109,2019,3,17,1,2,22
c-68,2019,3,17,1,2,40
b-26,2019,3,17,1,3,48
c-95,2019,3,17,1,3,57
b-109,2019,3,17,1,3,30
c-68,2019,3,17,1,3,28
b-26,2019,3,17,1,4,44
c-95,2019,3,17,1,4,52
b-109,2019,3,17,1,4,24
c-68,2019,3,17,1,4,24
b-26,2019,3,17,1,5,85
c-95,2019,3,17,1,5,36
b-109,2019,3,17,1,5,21
c-68,2019,3,17,1,5,23
b-26,2019,3,17,1,6,144
c-95,2019,3,17,1,6,107
b-109,2019,3,17,1,6,28
c-68,2019,3,17,1,6,32
b-26,2019,3,17,1,7,373
c-95,2019,3,17,1,7,254
b-109,2019,3,17,1,7,34
c-68,2019,3,17,1,7,31
b-26,2019,3,17,1,8,506
c-95,2019,3,17,1,8,152
b-109,2019,3,17,1,8,50
c-68,2019,3,17,1,8,41
b-26,2019,3,17,1,9,992
c-95,2019,3,17,1,9,252
b-109,2019,3,17,1,9,85
c-68,2019,3,17,1,9,49
b-26,2019,3,17,1,10,1105
c-95,2019,3,17,1,10,376
b-109,2019,3,17,1,10,73
c-68,2019,3,17,1,10,79
b-26,2019,3,17,1,11,1792
c-95,2019,3,17,1,11,222
b-109,2019,3,17,1,11,229
